vrstaSmjestaja,podrucje,lokacija,brSoba,brKupatila,cijena,stambenaPovrsina,zemljiste,parkingMjesta,odMora,novogradnja,klima,naslov,opis,webStranica,oglasio,mobilni,id,zadnjaPromjena,slike,url
Iznajmljujem Soba za Odmor,Herceg Novi,Zelenika ,25,1,1,,,,50,false,false,"Iznajmljujem Soba, Zelenika","Soba sa terasom i kupatilom, upotreba kuhinje.",,,,1636409,18 Apr 2020,"/b_images/1636409_img_20180701_180836.jpg,/b_images/1636409_img_20180701_180608.jpg,/b_images/1636409_img_20180701_121812.jpg,/b_images/1636409_img_20180701_180845.jpg",https://www.realitica.com/hr/listing/1636409
Iznajmljujem Apartman za Odmor,Kotor, ,100,2,1,70,,1,150,false,false,Iznajmljujem  za turiste -Apartman - Kotor - Crna Gora ,"U neposrednoj blizini T.Centra Kzmelia. Apartman u prizemlju privatne kuce. Dvodoban,pogodan za 4 osobe. Cijena: 100 eura / dan za Jun,Jul i Avgust . Za vise informacija kontakti : Telefon. / Viber: +38267597174 Telefon: +38269884186 E-mail: start2010@t-com.me facebook.com - Consultations on investment in property of Montenegro Consultations on investment in property of Montenegro",,Sanja,Mobitel,1384240,17 Apr 2020,"https://www.realitica.com/images/listing_photos/1384240_67b279eb04efb9d0cb8ac1eebea83038b4c8230d3adf0c91d9d9a8-v.jpg,https://www.realitica.com/images/listing_photos/1384240_21cb47dcdaa63b009b271c9d333658e6201fcc7b5de2668814d9e2-v.jpg,https://www.realitica.com/images/listing_photos/1384240_76ac3138ae0b23a694603f80f790a4c9027716dc315f361c744a86-v.jpg,https://www.realitica.com/images/listing_photos/1384240_47616c2e02d3ae07864a88b749c85dc1b65120dc8dbf5ebc15b903-v.jpg",https://www.realitica.com/hr/listing/1384240
Iznajmljujem Apartman za Odmor,Herceg Novi,Herceg Novi ,35,1,1,50,,1,300,true,true,"Iznajmljujem Stan-Apartman, Herceg Novi","Jednosoban apartman u centru sa pogledom i svim  sadzajima...Odlicna lokacija,Stari grad 50 m,centar 150 m...Pogled!! Besplatan parking u okviru objekta..",,Bane,Mobitel,1811719,16 Apr 2020,"https://www.realitica.com/images/listing_photos/1811719_prodaja-stan-herceg-novi-century-21-rivijera--9-.jpg,https://www.realitica.com/images/listing_photos/1811719_prodaja-stan-herceg-novi-century-21-rivijera--35-.jpg,https://www.realitica.com/images/listing_photos/1811719_prodaja-stan-herceg-novi-century-21-rivijera--4-.jpg,https://www.realitica.com/images/listing_photos/1811719_prodaja-stan-herceg-novi-century-21-rivijera--34-.jpg",https://www.realitica.com/hr/listing/1811719
Iznajmljujem Apartman za Odmor,Herceg Novi,Herceg Novi ,30,1,1,30,,1,300,true,true,"Iznajmljujem Stan-Apartman, Herceg Novi","Studio apartman sa fenomenalnim pogledom,svim sadrzajima u centru grada.Parking u dvoristu objekta,interfon,video nadzor....",,Bane,Mobitel,1712881,16 Apr 2020,"https://www.realitica.com/images/listing_photos/1712881_prodaja-stan-herceg-novi-century21-rivijera--27-.jpg,https://www.realitica.com/images/listing_photos/1712881_prodaja-stan-herceg-novi-century21-rivijera--23-.jpg,https://www.realitica.com/images/listing_photos/1712881_prodaja-stan-herceg-novi-century21-rivijera--20-.jpg,https://www.realitica.com/images/listing_photos/1712881_prodaja-stan-herceg-novi-century21-rivijera--16-.jpg",https://www.realitica.com/hr/listing/1712881
Iznajmljujem Apartman za Odmor,Herceg Novi,"Savina Braće Grakalića 4a, Herceg Novi, Montenegro",90,2,1,60,,,100,true,true,"Iznajmljujem Stan-Apartman, Savina, Herceg Novi Područje","Dvosobni apartman sa kompletno opremljenom kuhinjom, kupatilo sa veš mašinom, balkon,2 klime, TV, DVD (filmovi na raspolaganju), ... Idealno za porodice. Cijena, u zavisnosti od perioda, krece se od 40 eur do 70 eur. Prijava gostiju 16:00, odjava 10:00",http://www.studiojelic.weebly.com,Davor,Mobitel,161643,15 Apr 2020,"https://www.realitica.com/images/listing_photos/161643_ist_2128.jpg,https://www.realitica.com/images/listing_photos/161643_ist_2131.jpg,https://www.realitica.com/images/listing_photos/161643_ist_2153.jpg,https://www.realitica.com/images/listing_photos/161643_ist_2159.jpg",https://www.realitica.com/hr/listing/161643
Iznajmljujem Apartman za Odmor,Herceg Novi,"Savina 56 Setaliste pet Danica, Herceg Novi, Montenegro",55,1,1,30,,1,5,false,true,"Iznajmljujem Stan-Apartman, Savina, Herceg Novi Područje","Trokrevetni studio apartman u prizemlju porodične kuće; plazu od apartmana dijeli setaliste. Ima kupatilo sa veš mašinom,fen za kosu,kompletno opremljenu kuhinju, TV, DVD (filmovi obezbjeđeni),Internet, klimatizovan, kao i terasu sa pogledom na more. Apartman je udaljen 15 min hoda od centra grada. Idealan smjestaj za parove ili prijatelje. Kako nema stepenica, apartman je pogodan za osobe sa ogranicenom pokretljivoscu. Cijena, u zavisnosti od perioda, krece se od 30 eur do 55 eur. Prijava gostiju 14:00, odjava 10:00",http://www.studiojelic.weebly.com,Davor,Mobitel,161650,15 Apr 2020,"https://www.realitica.com/images/listing_photos/161650_terasa-6.jpg,https://www.realitica.com/images/listing_photos/161650_trokrev.studio.jpg,https://www.realitica.com/images/listing_photos/161650_pb300297.jpg,https://www.realitica.com/images/listing_photos/161650_pc010451.jpg",https://www.realitica.com/hr/listing/161650
Iznajmljujem Apartman za Odmor,Herceg Novi,Kumbor Kumbor bb,45,1,1,33,,1,200,true,true,"Iznajmljujem Stan-Apartman, Kumbor","Stan je lociran na trecem spratu manje stambene zgrade, udaljen 200 metara od mora. Besplatan bežični internet je dostupan u cijelom objektu. Besplatan parking je obezbijedjen a parking mjesto se nalazi na nivou drugog sprata. Sadrži sopstveno kupatilo sa masinom za pranje vesa i kuhinjom. Na raspolaganju je i flat-screen TV sa satelitskim kanalima. U spavacoj sobi se nalazi jedan dupli krevet, u dnevnom boravku sofa na razvlacenje, tako da objekat moze da ugosti maksimalno 4 osobe. Na zahtijev je moguce dodati krevetac za bebu. Sa balkona se pruza pogled na more, ulaz u Bokokotorski zaliv i Herceg Novi. Cijena: EUR 45 (Jun i Septembar)  Cijena: EUR 60 (Jul i Avgust) Duzi najam (godinu dana i duze): EUR 400",,Drazen,Mobitel,1905658,15 Apr 2020,"https://www.realitica.com/images/listing_photos/1905658_68a55b18766564bbb7d7602c5f6216ac5d4765bdee6686a4714151-v.jpg,https://www.realitica.com/images/listing_photos/1905658_1--19-.jpg,https://www.realitica.com/images/listing_photos/1905658_dsc_3227.jpg,https://www.realitica.com/images/listing_photos/1905658_dsc_3219.jpg",https://www.realitica.com/hr/listing/1905658
Iznajmljujem Kuća za Odmor,Bar,"Šušanj Ilino 298, Bar",20,2,1,80,,100,1,false,false,"Iznajmljujem Stan-Apartman, Šušanj",Izdajem  namješten  dvosobni stan u naselju Ilino brdo u Baru. Idealno mjesto za lijep porodicni odmor. Udaljenost od plaže 1500  metara. Od centra grada 2500 metara.  Površina 80 m2. ,,Mm,Mobitel,1501851,14 Apr 2020,"https://www.realitica.com/images/listing_photos/1501851_img_20160911_190214.jpg,https://www.realitica.com/images/listing_photos/1501851_img_20160607_210522.jpg,https://www.realitica.com/images/listing_photos/1501851_img_20160601_131412.jpg",https://www.realitica.com/hr/listing/1501851
Iznajmljujem Apartman za Odmor,Kotor,Dobrota Dobrota,35,1,1,25,,1,80,true,true,"FIORE DI CATTARO, Lux Studio Dobrota Kotor","FIORE DI CATTARO       Izdaje se studio u novoj lux zgradi na 2min hoda od mora i setalista (80m udaljenosti) u Dobroti, blizu obale a na samo 10 minuta hoda od Starog grada.      Apartman Fiore di Cattaro je moderno opremljen studio od 25m2 super-funkcionalan za dvije osobe / parove. Posjeduje kuhinju integrisanu u dnevni boravak i kupatilo sa masinom za ves i susenje. Kablovska i brzi WIFI.      Zavisno od potrebe, garaza ili parking mjesto je obezbijedjeno unutar ili ispred zgrade. Supermarket IDEA je udaljen od apartmana svega 30m, kafici I restorani na 80-100m.       Po potrebi organizujemo za nase goste izlete brodom po zalivu i transfere. Rent a car takoodje. Kontakt tel.:Viber/Whats Up +38267507849 Slobodan Email: apartmentsdicattaro@gmail.com  GPS 42°26'02.2""N 18°46'05.5""E      Prezentacije sa vise slika i informacija se mogu naci na nasim profilima i stranicama: instagram.com/fiore_di_cattaro_apt_/ facebook.com/stelladicattaroapartments Kotor/ facebook.com/fioredicattaro/",https://www.airbnb.rs/rooms/4250976...,Slobodan,,2279536,13 Apr 2020,"https://www.realitica.com/images/listing_photos/2279536_10.jpg,https://www.realitica.com/images/listing_photos/2279536_13.jpg,https://www.realitica.com/images/listing_photos/2279536_17.jpg,https://www.realitica.com/images/listing_photos/2279536_200.jpg",https://www.realitica.com/hr/listing/2279536
Iznajmljujem Apartman za Odmor,Kotor,"Dobrota Jadranska Cesta Centar, Dobrota",66,2,1,64,,1,50,true,true,"Maritimo di Cattaro, Lux Apartman Centar Kotor","Maritimo di Cattaro, lux apartman je smješten u Dobroti na samo 60m od mora i 700m ili 9 minuta hoda do Starog grada Kotora. Apartman je moderno opremljen sa naglaskom na tradicionalno bokeljsko pomorstvo i jedrenje. Posjeduje dvije spavace sobe, dnevni boravak, kuhinju, terasu i kupatilo.  Svaka prostorija sadrzi TV sa kablovskim kanalima.   U cijenu zakupa ulazi i garaza iz koje se direktno dolazi do stana. Moguce organizovanje transfera, brodskih tura i rentiranje auta.  Kontakt i informacije: Viber/Whats Up +38267507849 Facebook https://www.facebook.com/stelladicattaroapartments Kotor/ Instagram https://www.instagram.com/apartments_di_cattaro_kotor/",https://www.airbnb.com/rooms/425080...,Slobodan,,2258542,13 Apr 2020,"https://www.realitica.com/images/listing_photos/2258542_dnevna-5.jpg,https://www.realitica.com/images/listing_photos/2258542_terasa-1.jpg,https://www.realitica.com/images/listing_photos/2258542_spavaca-d-2.jpg,https://www.realitica.com/images/listing_photos/2258542_spavaca-m-1.jpg",https://www.realitica.com/hr/listing/2258542
Iznajmljujem Apartman za Odmor,Kotor,Dobrota Dobrota,66,2,1,64,,1,80,true,true,"Lux Apartmani u Dobroti blizu mora, Kotor","      Izdaju se dva apartmana u novoj lux zgradi na 2min hoda od mora i setalista (80m udaljenosti) u Dobroti, blizu obale a na samo 10 minuta hoda od Starog grada.      Veci dvosoban apartman (Maritimo di Cattaro) je zaseban stan predvidjen za porodicu /4 osobe. Sadrzi dvije spavace sobe,dnevni boravak, opremljenu kuhinju i kupatilo. Svaka soba poseduje TV, kablovsku i WIFI.       Manji apartman (Fiore di Cattaro) je moderno opremljen studio od 25m2 super-funkcionalan za dvije osobe / parove. Posjeduje kuhinju integrisanu u dnevni boravak i kupatilo sa masinom za ves i susenje. Kablovska i brzi WIFI.      Maritimo di Cattaro ima terasu sa pogledom na more dok Fiore di Cattaro gleda put naselja.      Zavisno od potrebe, garaza ili parking mjesto je obezbijedjeno unutar ili ispred zgrade. Supermarket IDEA je udaljen od apartmana svega 30m, kafici I restorani na 80-100m.       Po potrebi organizujemo za nase goste izlete brodom po zalivu i transfere. Rent a car takoodje. Kontakt tel.:Viber/Whats Up +38267507849 Slobodan Email: apartmentsdicattaro@gmail.com  GPS 42°26'02.2""N 18°46'05.5""E      Prezentacije sa vise slika i informacija se mogu naci na nasim profilima i stranicama: instagram.com/apartments_di_cattaro_kotor/ instagram.com/maritimo_di_cattaro_apt_kotor/ instagram.com/fiore_di_cattaro_apt_/ facebook.com/stelladicattaroapartments Kotor/ facebook.com/maritimodicattaro/ facebook.com/fioredicattaro/",https://www.airbnb.rs/rooms/4250809...,Slobodan,,2279532,13 Apr 2020,"https://www.realitica.com/images/listing_photos/2279532_1.jpg,https://www.realitica.com/images/listing_photos/2279532_4.jpg,https://www.realitica.com/images/listing_photos/2279532_20200305_124820.jpg,https://www.realitica.com/images/listing_photos/2279532_20200304_185109.jpg",https://www.realitica.com/hr/listing/2279532
Iznajmljujem Apartman za Odmor,Kotor,Dobrota ,55,2,1,77,,1,300,true,true,"Iznajmljujem Stan-Apartman, Dobrota","Apartman / Stan “Stella di Cattaro” se nalazi u Kotoru, Dobrota, 300m od mora I povrsine 77m2. Stan je de lux sredjen, klimatizovan kompletno I sadrzi :kuhinju sa svim potrebnim uredjajima, veliki dnevni boravak (sa full TV,Audio,Video uredjajima), dvije spavace sobe od kojih u jednoj se nalazi bracni krevet a u drugoj tri single kreveta (sa opcionim 4tim) I kupatilo opremljeno modernom tus kabinom sa masazerima I svim ostalim propratnim uredjajima tako da gostu ostaje samo da ponese licne stvari. Stan posjeduje ogromnu terasu sa predivnim pogledom na more. Terasa je opremljena tako da se moze istovremeno uzivati u pogledu na more I rucati, dok u vecernjim satima se moze koristiti drugi dio terase opremljen bastenskom garniturom i uzivati u romanticnim nocima I pogledu na zaliv. Stan je kompletno pokriven WIFI signalom velike brzine I Kablovskom televizijom . Parking je obezbijedjen. Opcija rentiranja vozila uz popups za goste. Daljina do prodavnice iznosi 100m, prve plaze 300m,plaznog bara 350m, restorana 100m, autobuske stanice 100m. Do Starog Grada Kotora se dolazi autom za nekoliko minuta ili pjeske 20tak min setnje pored mora (1.7 km). Domaci ljubimci nisu dozvoljeni. Kontakt: stelladicattaro@gmail.com",http://letoucrnojgori.com/post_smes...,Slobodan,,1220976,13 Apr 2020,"https://www.realitica.com/images/listing_photos/1220976_imag0430_416z324.jpg,https://www.realitica.com/images/listing_photos/1220976_imag0278.jpg,https://www.realitica.com/images/listing_photos/1220976_imag0410.jpg,https://www.realitica.com/images/listing_photos/1220976_imag0297.jpg",https://www.realitica.com/hr/listing/1220976
Iznajmljujem Apartman za Odmor,Tivat,Krašići ,15,,,,,,,false,false,Krasici apartmani SEPTEMBAR od 15e/1noc,"SLOBODNI TERMINI: SREDNJI APARTMAN: od 06. SEPTEMBRA slobodno... STUDIO APARTMAN: 26.8- SEPTEMBAR SLOBODAN CENA: JUN& SEP-15e(2do3 osobe)/1dan, 18e(4do5 osoba)/1noc JUL& AVG-20e(2do3 osobe)/1dan, 25e(4do5 osoba)/1noc *POVOLJNO* *IZDAJEMO* Apartmane u Krasicima-sa prelepim pogledom na ceo Boko-kotorski zaliv. Svaki apartman poseduje zaseban ulaz, terasu, kupatilo, kuhinju, (komplet namesteni),4+1 lezaj. U ponudi su dva apartmana:SREDNJI APARTMAN sa odvojenom prostoriijom(sobom),kao i STUDIO APARTMAN u potkrovlju (iz jednog dela).Svaki apartman ima klima uredjaj, TV, Wifi internet... Za detalje mozete da me kontaktirate putem e-mail ili mobilnog: stankovicdejan57@gmail.com mob: +38165 8349866 viber,whatsup srbija ; +38267 842726 crna gora",,Dejan,Mobitel,325133,13 Apr 2020,"https://www.realitica.com/images/listing_photos/325133_27072011352.jpg,https://www.realitica.com/images/listing_photos/325133_40011_1619822295860_1245500303_31755908_5051899_n.jpg,https://www.realitica.com/images/listing_photos/325133_60297_1372001381890_1287445997_30811222_1568109_n.jpg,https://www.realitica.com/images/listing_photos/325133_27072011355.jpg",https://www.realitica.com/hr/listing/325133
Iznajmljujem Apartman za Odmor,Herceg Novi,"Bijela Leventina bb,Bijela",22,1,1,32,,100,3,false,true,"Iznajmljujem Stan-Apartman, Bijela","Iznajmljujem apartman u Bijeloj 400 met udaljen od plaze. Posjeduje klimu,tv,internet i parking. Udaljenost aerodroma Tivat je 10 km,Dubrovnik 50 km i Podgorica 100 km. Za sve dodatne informacije sam na raspolaganju.",,Dusan,Mobitel,1693089,12 Apr 2020,"/b_images/1693089_img_4522.jpg,/b_images/1693089_img_4567.jpg,/b_images/1693089_img_4577.jpg,/b_images/1693089_img_4587.jpg",https://www.realitica.com/hr/listing/1693089
Iznajmljujem Soba za Odmor,Herceg Novi,"Igalo Igalo, centar",8,,,,,,200,false,false,"Igalo, sobe","IGALO, Herceg Novi, izdajem sobe sa upotrebom kuhinje. Svaka soba ima frižider, bežični internet. Kuća se nalazi u centru Igala, 200m od mora. Telefon:0038231332238, mobiln, viber:0038269435711",,Miki,,1960092,11 Apr 2020,"https://www.realitica.com/images/listing_photos/1960092_sam_2563.jpg,https://www.realitica.com/images/listing_photos/1960092_sam_2554.jpg,https://www.realitica.com/images/listing_photos/1960092_sam_2568.jpg,https://www.realitica.com/images/listing_photos/1960092_sam_2704.jpg",https://www.realitica.com/hr/listing/1960092
Iznajmljujem Apartman za Odmor,Budva Okolina,"Bečići Zgrada Stanisici,Becici",50,1,1,30,,1,100,false,true,"Iznajmljujem Stan-Apartman, Bečići","Izdajem garsonjeru - apartman u Becicima, Kod Bellaviste i hotela Queen of Montenegro.1.sprat, klima,wi-fi, parking. Lodja.5 min hoda do plaze preko pjesackog mosta.",,Andja,Mobitel,1372088,10 Apr 2020,"https://www.realitica.com/images/listing_photos/1372088_image.jpeg,https://www.realitica.com/images/listing_photos/1372088_3.jpeg,https://www.realitica.com/images/listing_photos/1372088_4.jpeg,https://www.realitica.com/images/listing_photos/1372088_2.jpeg",https://www.realitica.com/hr/listing/1372088
Iznajmljujem Apartman za Odmor,Kotor,Dobrota ,,1,1,18,,1,40,true,true,"Iznajmljujem Stan-Apartman, Dobrota","Izdajem apartman u Kotoru-Dobroti, pored pomorskog fakulteta udaljenog 500m od starog grada, a 40m od mora. Apartman sadrži bračni krevet, kuhinju, tv sa kablovskom, internet, klimu, kupatilo sa veš mašinom. Predviđen je za maksimum dvije osobe. Ima jedno parking mjesto. Za vise informacija mozete nas kontaktirati putem maila: kaludjerovicsvetlana@yahoo.com ili putem telefona +38269990061-Tanja",,Tanja,Mobitel,1640647,10 Apr 2020,"/b_images/1640647_20160716_140854.jpg,/b_images/1640647_20160716_140933.jpg,/b_images/1640647_20160716_141152.jpg,/b_images/1640647_20160716_141256.jpg",https://www.realitica.com/hr/listing/1640647
Iznajmljujem Apartman za Odmor,Herceg Novi,"Zelenika Uliza Srebrna Obala s19, Zelenika, Herceg Novi, Crna Gora",60,1,1,65,,1,30,false,true,"Iznajmljujem Beach Front Apartment , Zelenika, Herceg Novi, Crna Gora","Beach Side Apartment nalazi se na Zelenici, u jednom od najlepših gradova Boke Kotorske, u Herceg Novom. Vrlo je blizu Jadranskog mora, samo nekoliko metara od privatne pješčane plaže koju možete koristiti. Ovaj luksuzni stan je potpuno nov i primarno je postavljen za iznajmljivanje. Nudi vam udobnost i uživanje u potpuno novom nameštaju. Svake noći sa terase možete uživati u romantičnim zalascima sunca u bokakotorskom zalivu. Ovaj jednosoban stan, površine 63 m2 funkcionalan je i komforan, može da ugosti do 4 osobe. Sadrži sve potrebne elemente za prijatan boravak u njemu. U dnevnoj sobi se nalazi udoban kauč sa mehanizmom za izvlačenje, na kom komotno mogu da spavaju dvije osobe, LCD TV sa kablovskom, Wi-FI internet, klima uređaj.. Kuhinja ima sve elemente potrebne za ugodnu pripremu jela kao što su šporet, frižider, posuđe, mikrotalasna pećnica itd. Spavaća soba ima veoma udoban bracni krevet sa čistim posteljinom. Veliki ormar za Vaše odjeću takođe je dio nje. Prekrasno mjesto u našem apartmanu je zasigurno balkon s pogledom na more! U kupatilu možete koristiti tuš, fen za sušenje veša, sve pojedinosti neophodne za odrzavanje Vase higijene, kao i čiste peškire.",,Snezana,Mobitel,2278518,9 Apr 2020,"https://www.realitica.com/images/listing_photos/2278518_img-3669.jpg,https://www.realitica.com/images/listing_photos/2278518_img-3675.jpg,https://www.realitica.com/images/listing_photos/2278518_img-3655.jpg,https://www.realitica.com/images/listing_photos/2278518_img-3653.jpg",https://www.realitica.com/hr/listing/2278518
Iznajmljujem Kuća za Odmor,Kotor,Kostanjica ,550,5,4,350,,,,true,false,Veila za iznajmljivanje  prva linija uz more - Kostanjica - Kotor - Crna Gora,"Vila je smjestena na odlicnoj poziciji u Kostanjici a na udaljenosti oko 500 metara od , Catovica Mlina iz pravca Kotpra. Vila povrsine 350 m2. sastoji se od dvije etaze . Prva etaza se sastoji od: velike dnevne sobe, kuhinje, trpezarije , wc-a dve sobe sa svojim kupatilima,veseraj, i ostava. Drugi nivo se sastoji od: dve sobe spavace dva kupatila i igraonice za djecu. Postoji garaza za jedan automobil povezana sa prvom etazom.  U dvoristu parking za 2 - 3 vozila. Vila je ogradjena, ima svoju privatnu plazu na koju se izlazi iz kuce. Vila je pogodna za deset osoba.  Lux opremljenja i namjestena, pruza pravu udobnost kako za kratak odmor tako i za zivot na duzi period . Vila se izdaje na kratki period minimum 7 dana... takodje vila se moze izdati i na duzi period . Cijena: 550/ dan. Za vise informavija kontakti : ""FIVE STAR PROPERTIES D.O.O"" Ul.Radoja Dakica, Br.30 A 81000 Podgorica. Crna Gora. Tel./viber/ Whats App :+38267597174 Tel:+38269884186 E-mail:fivestarproperties8@gmail.com E-mail:start2010@t-com.me E- mail: consultationinvastmentpropery@gmail.com www.facebook.com/consultationinvestmentpropertymontenegro Consultation on investment in property of Montenegro",,Sanja,Mobitel,1547846,8 Apr 2020,"https://www.realitica.com/images/listing_photos/1547846_18402585_1174230749366721_3274541403881868707_n.jpg,https://www.realitica.com/images/listing_photos/1547846_18342507_1174231016033361_452313015000855620_n.jpg,https://www.realitica.com/images/listing_photos/1547846_18342126_1174231329366663_6644683370786909270_n.jpg,https://www.realitica.com/images/listing_photos/1547846_18402688_1174231552699974_3513002244367118999_n.jpg",https://www.realitica.com/hr/listing/1547846
Iznajmljujem Apartman za Odmor,Podgorica,Tuški Put ,200,,1,30,,,,true,true,Garsonjera  za izdavanje -Tuški Put - Podgorica - Ctna Gora ,"Lokacija -Tuski put Stambena zgrada novogradnja. Garsonjera kompletno namjestena i opremljena. Povrsina 30 m2, sprat 1. zgrada ima lift. Garsonjera se izdaje izkljucivo na duzi period, minimum 12 mjeseci. Cijena: 200 eura / mjesec + rezije . Za vise informacija kontakti : ""FIVE STAR PROPERTIES D.O.O"" Ul.Radoja Dakica, Br.30 A 81000 Podgorica. Crna Gora Tel./viber/ Whats App :+38267597174 Tel:+38269884186 E-mail:fivestarproperties8@gmail.com E-mail:start2010@t-com.me E- mail: consultationinvastmentpropery@gmail.com Consultation on investment in property of Montenegro",,Sanja,Mobitel,2007246,8 Apr 2020,,https://www.realitica.com/hr/listing/2007246
Iznajmljujem Apartman za Odmor,Bar,"Dobre Vode ujtin potok 87, Bar",40,1,1,35,,500,1,true,true,"Iznajmljujem Stan-Apartman, Dobre Vode","Apartman se sastoji od kupatila,hodnika,kuhinje koja je komplet opremljena,dnevnog boravka i spavace sobe.U spavacoj sobi je bracni krevet,u dnevnom boravku je sofa koja se rasklapa i namenjena je za dvoje.apartman je klimatizovan,opremljen je sa total TV kanalima.  Prozori su novi sa mrezicama za insekte.Pogled je prema moru.Ulaz je poseban u apartman kao i terasa koja je zasebna.Udaljenost od plaze je 300m,restoran 300m,prodavnica 500m.",,Nenad,Mobitel,1663750,7 Apr 2020,"https://www.realitica.com/images/listing_photos/1663750_dscn3935.jpg,https://www.realitica.com/images/listing_photos/1663750_053.jpg,https://www.realitica.com/images/listing_photos/1663750_dscn3915.jpg,https://www.realitica.com/images/listing_photos/1663750_dscn3925.jpg",https://www.realitica.com/hr/listing/1663750
Iznajmljujem Apartman za Odmor,Bar,Topolica Topolica 1,10,20,20,400,,800,8,true,true,Iznajmljujem Stan  Apartman  Topolica,"Tokom cele godine u Baru na mirnom mestu na samo pet minuta od plaze ,grada,sportskih terena,crkve,maximarketa,prodavnica,pijace, izdajemo dvosobne i trosobne apartmane sa kupatilom kao i tri studio apartmana sa odvojenim spavacim sobama",http://www.crnagoraleto.info,Brandon,,806236,7 Apr 2020,"https://www.realitica.com/images/listing_photos/806236_11210181_10206924096279640_1277310465_n--1-.jpg,https://www.realitica.com/images/listing_photos/806236_11256542_10206924096239639_377882840_n.jpg,https://www.realitica.com/images/listing_photos/806236_11128595_10206924095039609_210952254_n.jpg,https://www.realitica.com/images/listing_photos/806236_11166013_10206924095919631_462378371_n.jpg",https://www.realitica.com/hr/listing/806236
Iznajmljujem Kuća za Odmor,Kotor,"Risan grahovo,montenegro risan Spavaćih",,1,1,80,,1,,true,false,"Iznajmljujem Kuću, Risan","GRAHOVO MONTENEGRO,IZDAJE SE KAMENA KUCA,RENOVIRANA,OPREMLJENA SA TERASOM U NETAKNUTOJ PRIRODI I CISTOM VAZDUHU.",,,Mobitel,1139793,7 Apr 2020,"https://www.realitica.com/images/listing_photos/1139793_monte82.jpg,https://www.realitica.com/images/listing_photos/1139793_36854513.jpg",https://www.realitica.com/hr/listing/1139793
Iznajmljujem Apartman za Odmor,Budva,Rozino III ULICA,60,1,1,46,,,,false,true,"Izdajem Stan-Apartman, Rozino","Izdajem stan-apartman u Budvi za najviše 8 osoba. Stan se nalazi u prizemlju stambene zgrade iza tržnog centra XYZ. Stan je kompletno opremljen (kompletna kuhinja sa posuđem, masina za ves, pegla, fen itd...) klimatizovan,ima posteljinu, peskire  Tv,Terasu,Wi-Fi,.. Cena dnevnog najma u junu i septembru 40€, u julu i augustu 60€. U peridu od 1.10.2019.do 31.5.2020.cena mesečnog najma 350€. Kontakt tel:+38163370059",,Mirjana,Mobitel,1609851,6 Apr 2020,"https://www.realitica.com/images/listing_photos/1609851_img-5650bf1d10b798209856ff11987345d0-v.jpg,https://www.realitica.com/images/listing_photos/1609851_20191001_223738.jpg,https://www.realitica.com/images/listing_photos/1609851_20191001_230509.jpg,https://www.realitica.com/images/listing_photos/1609851_20191001_225641.jpg",https://www.realitica.com/hr/listing/1609851
Iznajmljujem Apartman za Odmor,Budva Okolina,"Petrovac Stupovi bb, Petrovac na Moru Spavaćih",,1,1,32,,1,300,false,true,"Iznajmljujem Stan-Apartman, Petrovac",Izdajemo 3-krevetni apartman u Petrovcu na Moru. Stan ima veilku terasu sa prelijepim pogledom na more i nalazi se na 300m od plaze. Stan ima svoj parking i u neposrednoj je blitzini autobuske stanice. Apartman se nalazi na dragom spratu u kuci sa samo 6 apartmana i ima klima uredjaj. ,,Danilo,Mobitel,769666,6 Apr 2020,"https://www.realitica.com/images/listing_photos/769666_dscf1821.jpg,https://www.realitica.com/images/listing_photos/769666_dscf1836.jpg,https://www.realitica.com/images/listing_photos/769666_dscf1849.jpg,https://www.realitica.com/images/listing_photos/769666_dscf1857.jpg",https://www.realitica.com/hr/listing/769666
Iznajmljujem Apartman za Odmor,Bar,"Sutomore Djuricine vode, Sutomore",14,,,,,,800,true,true,"Iznajmljujem Stan-Apartman, Sutomore, Bar Područje","Apartman je sa zasebnom kuhinjom i kupatilom.Ima veliku lodjiju.U sobi se nalaze dva kauca,nova i udobna.Kuhinja je opremljena priborom za kuvanje.Vode ima stalno.Kuca je udaljena od mora oko 800m.Tiho je i mirno naselje.Apartman se izdaje u julu i avgustu.Kontakt telefon je 0640899428.",,Jelisaveta,,50420,6 Apr 2020,,https://www.realitica.com/hr/listing/50420
Iznajmljujem Apartman za Odmor,Podgorica,"Baston Bulevar Save Kovačevića 105, Baston",180,,1,30,,2,,false,false,"Izdajem namještenu garsonjeru kod Gintaša, Baston"," Izdajem garsonjeru na Bulevaru Save Kovačevića, tzv.vojna zgrada iza 'Galenike’. Stan ima 30m2, IV - posljednji sprat. Namještena. Ukoliko se plati unaprijed za godinu kirija i depozit(obavezan),kirija bi bila 150e.",,Danijela,Mobitel,2277358,5 Apr 2020,"https://www.realitica.com/images/listing_photos/2277358_8148f65c-2d3c-4a12-bad9-001abb992b7c.jpeg,https://www.realitica.com/images/listing_photos/2277358_2178e541-fecb-462c-9cd3-eb45725bf9dd.jpeg,https://www.realitica.com/images/listing_photos/2277358_f314abdd-116c-4837-9cef-cf592d6512c1.jpeg,https://www.realitica.com/images/listing_photos/2277358_109c20af-556d-4153-8b5a-e1bbcef6d59d.jpeg",https://www.realitica.com/hr/listing/2277358
